country,year,sex,age,cases,total_annual_cases
IN,2000,m,35-44,30829,349374
IN,2000,m,45-54,24230,349374
IN,2000,m,55-64,15308,349374
IN,2000,m,65+,8534,349374
IN,2001,f,0-14,2125,384827
IN,2001,f,15-24,15973,384827
IN,2001,f,25-34,16743,384827
IN,2001,f,35-44,10103,384827
IN,2001,f,45-54,5633,384827
IN,2001,f,55-64,3353,384827
IN,2001,f,65+,1526,384827
IN,2001,m,0-14,1063,384827
IN,2001,m,15-24,22483,384827
IN,2001,m,25-34,30007,384827
IN,2001,m,35-44,29649,384827
IN,2001,m,45-54,23961,384827
IN,2001,m,55-64,14879,384827
IN,2001,m,65+,7779,384827
IN,2002,f,0-14,4200,395833
IN,2002,f,15-24,28573,395833
IN,2002,f,25-34,31946,395833
IN,2002,f,35-44,21378,395833
IN,2002,f,45-54,13233,395833
IN,2002,f,55-64,7636,395833
IN,2002,f,65+,3814,395833
IN,2002,m,0-14,2551,395833
IN,2002,m,15-24,39923,395833
IN,2002,m,25-34,54719,395833
IN,2002,m,35-44,55829,395833
IN,2002,m,45-54,44532,395833
IN,2002,m,55-64,28199,395833
IN,2002,m,65+,14960,395833
IN,2003,f,0-14,4745,433564
IN,2003,f,15-24,34511,433564
IN,2003,f,25-34,36317,433564
IN,2003,f,35-44,23320,433564
IN,2003,f,45-54,14055,433564
IN,2003,f,55-64,8322,433564
IN,2003,f,65+,3985,433564
IN,2003,m,0-14,2411,433564
IN,2003,m,15-24,47251,433564
IN,2003,m,25-34,61758,433564
IN,2003,m,35-44,63587,433564
IN,2003,m,45-54,52865,433564
IN,2003,m,55-64,33739,433564
IN,2003,m,65+,18018,433564
IN,2004,f,0-14,5860,489195
IN,2004,f,15-24,41017,489195
IN,2004,f,25-34,42808,489195
IN,2004,f,35-44,27000,489195
IN,2004,f,45-54,16121,489195
IN,2004,f,55-64,9705,489195
IN,2004,f,65+,5016,489195
IN,2004,m,0-14,3018,489195
IN,2004,m,15-24,57208,489195
IN,2004,m,25-34,72132,489195
IN,2004,m,35-44,74450,489195
IN,2004,m,45-54,62173,489195
IN,2004,m,55-64,40769,489195
IN,2004,m,65+,22388,489195
IN,2005,f,0-14,6292,508890
IN,2005,f,15-24,45136,508890
IN,2005,f,25-34,45629,508890
IN,2005,f,35-44,28577,508890
IN,2005,f,45-54,17042,508890
IN,2005,f,55-64,10513,508890
IN,2005,f,65+,5408,508890
IN,2005,m,0-14,3185,508890
IN,2005,m,15-24,62620,508890
IN,2005,m,25-34,74678,508890
IN,2005,m,35-44,76870,508890
IN,2005,m,45-54,64843,508890
IN,2005,m,55-64,43038,508890
IN,2005,m,65+,24726,508890
IN,2006,f,0-14,6963,553851
IN,2006,f,15-24,47702,553851
IN,2006,f,25-34,47420,553851
IN,2006,f,35-44,31128,553851
IN,2006,f,45-54,18870,553851
IN,2006,f,55-64,11752,553851
IN,2006,f,65+,6417,553851
IN,2006,m,0-14,3566,553851
IN,2006,m,15-24,68346,553851
IN,2006,m,25-34,79037,553851
IN,2006,m,35-44,82939,553851
IN,2006,m,45-54,71621,553851
IN,2006,m,55-64,49320,553851
IN,2006,m,65+,28716,553851
IN,2007,f,0-14,7575,592587
IN,2007,f,15-24,50289,592587
IN,2007,f,25-34,49519,592587
IN,2007,f,35-44,32407,592587
IN,2007,f,45-54,20316,592587
IN,2007,f,55-64,13195,592587
IN,2007,f,65+,7395,592587
IN,2007,m,0-14,4305,592587
IN,2007,m,15-24,73947,592587
IN,2007,m,25-34,83850,592587
IN,2007,m,35-44,88045,592587
IN,2007,m,45-54,76408,592587
IN,2007,m,55-64,53414,592587
IN,2007,m,65+,31922,592587
IN,2008,f,0-14,8319,615977
IN,2008,f,15-24,51485,615977
IN,2008,f,25-34,49887,615977
IN,2008,f,35-44,33664,615977
IN,2008,f,45-54,21486,615977
IN,2008,f,55-64,14407,615977
IN,2008,f,65+,8357,615977
IN,2008,m,0-14,4648,615977
IN,2008,m,15-24,77121,615977
IN,2008,m,25-34,83798,615977
IN,2008,m,35-44,90498,615977
IN,2008,m,45-54,78815,615977
IN,2008,m,55-64,56928,615977
IN,2008,m,65+,36079,615977
IQ,1995,f,0-14,725,3194
IQ,1995,f,15-24,304,3194
IQ,1995,f,25-34,1208,3194
IQ,1995,f,35-44,915,3194
IQ,1995,f,45-54,800,3194
IQ,1995,f,55-64,886,3194
IQ,1995,f,65+,200,3194
IQ,1995,m,0-14,1125,3194
IQ,1995,m,15-24,862,3194
IQ,1995,m,25-34,1409,3194
IQ,1995,m,35-44,1085,3194
IQ,1995,m,45-54,863,3194
IQ,1995,m,55-64,900,3194
IQ,1995,m,65+,271,3194
IQ,1997,f,0-14,384,8164
IQ,1997,f,15-24,738,8164
IQ,1997,f,25-34,665,8164
IQ,1997,f,35-44,499,8164
IQ,1997,f,45-54,722,8164
IQ,1997,f,55-64,641,8164
IQ,1997,f,65+,192,8164
IQ,1997,m,0-14,416,8164
IQ,1997,m,15-24,791,8164
IQ,1997,m,25-34,708,8164
IQ,1997,m,35-44,541,8164
IQ,1997,m,45-54,832,8164
IQ,1997,m,55-64,664,8164
IQ,1997,m,65+,208,8164
IQ,1998,f,0-14,426,8933
IQ,1998,f,15-24,806,8933
IQ,1998,f,25-34,740,8933
IQ,1998,f,35-44,542,8933
IQ,1998,f,45-54,806,8933
IQ,1998,f,55-64,712,8933
IQ,1998,f,65+,232,8933
IQ,1998,m,0-14,453,8933
IQ,1998,m,15-24,879,8933
IQ,1998,m,25-34,781,8933
IQ,1998,m,35-44,583,8933
IQ,1998,m,45-54,913,8933
IQ,1998,m,55-64,735,8933
IQ,1998,m,65+,242,8933
IQ,1999,f,0-14,509,9908
IQ,1999,f,15-24,1208,9908
IQ,1999,f,25-34,978,9908
IQ,1999,f,35-44,824,9908
IQ,1999,f,45-54,571,9908
IQ,1999,f,55-64,527,9908
IQ,1999,f,65+,202,9908
IQ,1999,m,0-14,519,9908
IQ,1999,m,15-24,1434,9908
IQ,1999,m,25-34,1246,9908
IQ,1999,m,35-44,1081,9908
IQ,1999,m,45-54,704,9908
IQ,1999,m,55-64,632,9908
IQ,1999,m,65+,376,9908
IQ,2000,f,0-14,37,3194
IQ,2000,f,15-24,338,3194
IQ,2000,f,25-34,241,3194
IQ,2000,f,35-44,136,3194
IQ,2000,f,45-54,134,3194
IQ,2000,f,55-64,103,3194
IQ,2000,f,65+,87,3194
IQ,2000,m,0-14,21,3194
IQ,2000,m,15-24,627,3194
IQ,2000,m,25-34,317,3194
IQ,2000,m,35-44,297,3194
IQ,2000,m,45-54,205,3194
IQ,2000,m,55-64,135,3194
IQ,2000,m,65+,101,3194
IQ,2001,f,0-14,26,3559
IQ,2001,f,15-24,362,3559
IQ,2001,f,25-34,295,3559
IQ,2001,f,35-44,147,3559
IQ,2001,f,45-54,171,3559
IQ,2001,f,55-64,126,3559
IQ,2001,f,65+,86,3559
IQ,2001,m,0-14,10,3559
IQ,2001,m,15-24,722,3559
IQ,2001,m,25-34,737,3559
IQ,2001,m,35-44,275,3559
IQ,2001,m,45-54,260,3559
IQ,2001,m,55-64,200,3559
IQ,2001,m,65+,142,3559
IQ,2002,f,0-14,45,3895
IQ,2002,f,15-24,338,3895
IQ,2002,f,25-34,288,3895
IQ,2002,f,35-44,172,3895
IQ,2002,f,45-54,176,3895
IQ,2002,f,55-64,129,3895
IQ,2002,f,65+,116,3895
IQ,2002,m,0-14,47,3895
IQ,2002,m,15-24,706,3895
IQ,2002,m,25-34,923,3895
IQ,2002,m,35-44,308,3895
IQ,2002,m,45-54,284,3895
IQ,2002,m,55-64,205,3895
IQ,2002,m,65+,158,3895
IQ,2003,f,0-14,43,3577
IQ,2003,f,15-24,258,3577
IQ,2003,f,25-34,241,3577
IQ,2003,f,35-44,154,3577
IQ,2003,f,45-54,160,3577
IQ,2003,f,55-64,143,3577
IQ,2003,f,65+,34,3577
IQ,2003,m,0-14,30,3577
IQ,2003,m,15-24,659,3577
IQ,2003,m,25-34,876,3577
IQ,2003,m,35-44,355,3577
IQ,2003,m,45-54,293,3577
IQ,2003,m,55-64,168,3577
IQ,2003,m,65+,143,3577
IQ,2004,f,0-14,57,3381
IQ,2004,f,15-24,334,3381
IQ,2004,f,25-34,243,3381
IQ,2004,f,35-44,139,3381
IQ,2004,f,45-54,162,3381
IQ,2004,f,55-64,113,3381
IQ,2004,f,65+,80,3381
IQ,2004,m,0-14,28,3381
IQ,2004,m,15-24,615,3381
IQ,2004,m,25-34,770,3381
IQ,2004,m,35-44,288,3381
IQ,2004,m,45-54,244,3381
IQ,2004,m,55-64,183,3381
IQ,2004,m,65+,125,3381
IQ,2005,f,0-14,44,3096
IQ,2005,f,15-24,305,3096
IQ,2005,f,25-34,260,3096
IQ,2005,f,35-44,151,3096
IQ,2005,f,45-54,197,3096
IQ,2005,f,55-64,135,3096
IQ,2005,f,65+,80,3096
IQ,2005,m,0-14,13,3096
IQ,2005,m,15-24,424,3096
IQ,2005,m,25-34,644,3096
IQ,2005,m,35-44,261,3096
IQ,2005,m,45-54,245,3096
IQ,2005,m,55-64,189,3096
IQ,2005,m,65+,148,3096
IQ,2006,f,0-14,38,2886
IQ,2006,f,0-4,0,2886
IQ,2006,f,15-24,338,2886
IQ,2006,f,25-34,264,2886
IQ,2006,f,35-44,133,2886
IQ,2006,f,45-54,154,2886
IQ,2006,f,5-14,38,2886
IQ,2006,f,55-64,111,2886
IQ,2006,f,65+,70,2886
IQ,2006,m,0-14,14,2886
IQ,2006,m,0-4,0,2886
IQ,2006,m,15-24,409,2886
IQ,2006,m,25-34,593,2886
IQ,2006,m,35-44,278,2886
IQ,2006,m,45-54,230,2886
IQ,2006,m,5-14,14,2886
IQ,2006,m,55-64,147,2886
IQ,2006,m,65+,107,2886
IQ,2007,f,0-14,34,2726
IQ,2007,f,0-4,0,2726
IQ,2007,f,15-24,289,2726
IQ,2007,f,25-34,228,2726
IQ,2007,f,35-44,154,2726
IQ,2007,f,45-54,134,2726
IQ,2007,f,5-14,34,2726
IQ,2007,f,55-64,130,2726
IQ,2007,f,65+,74,2726
IQ,2007,m,0-14,20,2726
IQ,2007,m,0-4,0,2726
IQ,2007,m,15-24,319,2726
IQ,2007,m,25-34,531,2726
IQ,2007,m,35-44,276,2726
IQ,2007,m,45-54,223,2726
IQ,2007,m,5-14,20,2726
IQ,2007,m,55-64,188,2726
IQ,2007,m,65+,126,2726
IQ,2008,f,0-14,54,3150
IQ,2008,f,0-4,1,3150
IQ,2008,f,15-24,377,3150
IQ,2008,f,25-34,281,3150
IQ,2008,f,35-44,125,3150
IQ,2008,f,45-54,175,3150
IQ,2008,f,5-14,53,3150
IQ,2008,f,55-64,161,3150
IQ,2008,f,65+,125,3150
IQ,2008,f,unknown,0,3150
IQ,2008,m,0-14,18,3150
IQ,2008,m,0-4,2,3150
IQ,2008,m,15-24,348,3150
IQ,2008,m,25-34,525,3150
IQ,2008,m,35-44,317,3150
IQ,2008,m,45-54,273,3150
IQ,2008,m,5-14,16,3150
IQ,2008,m,55-64,224,3150
IQ,2008,m,65+,147,3150
IQ,2008,m,unknown,0,3150
IR,1995,f,0-14,234,5347
IR,1995,f,15-24,1039,5347
IR,1995,f,25-34,890,5347
IR,1995,f,35-44,664,5347
IR,1995,f,45-54,613,5347
IR,1995,f,55-64,685,5347
IR,1995,f,65+,788,5347
IR,1995,m,0-14,118,5347
IR,1995,m,15-24,751,5347
IR,1995,m,25-34,754,5347
IR,1995,m,35-44,636,5347
IR,1995,m,45-54,494,5347
IR,1995,m,55-64,737,5347
IR,1995,m,65+,921,5347
IR,1996,f,0-14,113,5373
IR,1996,f,15-24,599,5373
IR,1996,f,25-34,412,5373
IR,1996,f,35-44,347,5373
IR,1996,f,45-54,323,5373
IR,1996,f,55-64,452,5373
IR,1996,f,65+,534,5373
IR,1996,m,0-14,63,5373
IR,1996,m,15-24,390,5373
IR,1996,m,25-34,449,5373
IR,1996,m,35-44,431,5373
IR,1996,m,45-54,274,5373
IR,1996,m,55-64,450,5373
IR,1996,m,65+,577,5373
IR,1997,f,0-14,92,5253
IR,1997,f,15-24,518,5253
IR,1997,f,25-34,393,5253
IR,1997,f,35-44,361,5253
IR,1997,f,45-54,342,5253
IR,1997,f,55-64,341,5253
IR,1997,f,65+,582,5253
IR,1997,m,0-14,54,5253
IR,1997,m,15-24,391,5253
IR,1997,m,25-34,470,5253
IR,1997,m,35-44,420,5253
IR,1997,m,45-54,304,5253
IR,1997,m,55-64,395,5253
IR,1997,m,65+,608,5253
IR,1998,f,0-14,87,5105
IR,1998,f,15-24,561,5105
IR,1998,f,25-34,403,5105
IR,1998,f,35-44,307,5105
IR,1998,f,45-54,290,5105
IR,1998,f,55-64,431,5105
IR,1998,f,65+,522,5105
IR,1998,m,0-14,35,5105
IR,1998,m,15-24,426,5105
IR,1998,m,25-34,492,5105
IR,1998,m,35-44,400,5105
IR,1998,m,45-54,245,5105
IR,1998,m,55-64,363,5105
IR,1998,m,65+,579,5105
IR,1999,f,0-14,51,5426
IR,1999,f,15-24,551,5426
IR,1999,f,25-34,360,5426
IR,1999,f,35-44,277,5426
IR,1999,f,45-54,279,5426
IR,1999,f,55-64,396,5426
IR,1999,f,65+,637,5426
IR,1999,m,0-14,27,5426
IR,1999,m,15-24,370,5426
IR,1999,m,25-34,460,5426
IR,1999,m,35-44,383,5426
IR,1999,m,45-54,260,5426
IR,1999,m,55-64,335,5426
IR,1999,m,65+,591,5426
IR,2000,f,0-14,77,5361
IR,2000,f,15-24,593,5361
IR,2000,f,25-34,410,5361
IR,2000,f,35-44,322,5361
IR,2000,f,45-54,320,5361
IR,2000,f,55-64,407,5361
IR,2000,f,65+,647,5361
IR,2000,m,0-14,29,5361
IR,2000,m,15-24,438,5361
IR,2000,m,25-34,467,5361
IR,2000,m,35-44,387,5361
IR,2000,m,45-54,295,5361
IR,2000,m,55-64,344,5361
IR,2000,m,65+,642,5361
IR,2001,f,0-14,104,5529
IR,2001,f,15-24,621,5529
IR,2001,f,25-34,401,5529
IR,2001,f,35-44,278,5529
IR,2001,f,45-54,327,5529
IR,2001,f,55-64,442,5529
IR,2001,f,65+,693,5529
IR,2001,m,0-14,37,5529
IR,2001,m,15-24,469,5529
IR,2001,m,25-34,529,5529
IR,2001,m,35-44,371,5529
IR,2001,m,45-54,309,5529
IR,2001,m,55-64,299,5529
IR,2001,m,65+,649,5529
IR,2002,f,0-14,77,5366
IR,2002,f,15-24,558,5366
IR,2002,f,25-34,332,5366
IR,2002,f,35-44,275,5366
IR,2002,f,45-54,298,5366
IR,2002,f,55-64,439,5366
IR,2002,f,65+,732,5366
IR,2002,m,0-14,29,5366
IR,2002,m,15-24,457,5366
IR,2002,m,25-34,502,5366
IR,2002,m,35-44,375,5366
IR,2002,m,45-54,322,5366
IR,2002,m,55-64,302,5366
IR,2002,m,65+,668,5366
IR,2003,f,0-14,76,5188
IR,2003,f,15-24,442,5188
IR,2003,f,25-34,282,5188
IR,2003,f,35-44,254,5188
IR,2003,f,45-54,300,5188
IR,2003,f,55-64,440,5188
IR,2003,f,65+,776,5188
IR,2003,m,0-14,32,5188
IR,2003,m,15-24,413,5188
IR,2003,m,25-34,528,5188
IR,2003,m,35-44,396,5188
IR,2003,m,45-54,282,5188
IR,2003,m,55-64,294,5188
IR,2003,m,65+,673,5188
IR,2004,f,0-14,65,4900
IR,2004,f,15-24,419,4900
IR,2004,f,25-34,301,4900
IR,2004,f,35-44,213,4900
IR,2004,f,45-54,293,4900
IR,2004,f,55-64,378,4900
IR,2004,f,65+,710,4900
IR,2004,m,0-14,16,4900
IR,2004,m,15-24,360,4900
IR,2004,m,25-34,542,4900
IR,2004,m,35-44,357,4900
IR,2004,m,45-54,305,4900
IR,2004,m,55-64,298,4900
IR,2004,m,65+,640,4900
IR,2005,f,0-14,45,4581
IR,2005,f,15-24,394,4581
IR,2005,f,25-34,205,4581
IR,2005,f,35-44,186,4581
IR,2005,f,45-54,260,4581
IR,2005,f,55-64,382,4581
IR,2005,f,65+,701,4581
IR,2005,m,0-14,16,4581
IR,2005,m,15-24,352,4581
IR,2005,m,25-34,531,4581
IR,2005,m,35-44,338,4581
IR,2005,m,45-54,281,4581
IR,2005,m,55-64,260,4581
IR,2005,m,65+,630,4581
IR,2006,f,0-14,48,4802
IR,2006,f,0-4,3,4802
IR,2006,f,15-24,430,4802
IR,2006,f,25-34,236,4802
IR,2006,f,35-44,185,4802
IR,2006,f,45-54,292,4802
IR,2006,f,5-14,45,4802
IR,2006,f,55-64,336,4802
IR,2006,f,65+,793,4802
IR,2006,m,0-14,12,4802
IR,2006,m,0-4,4,4802
IR,2006,m,15-24,357,4802
IR,2006,m,25-34,495,4802
IR,2006,m,35-44,365,4802
IR,2006,m,45-54,318,4802
IR,2006,m,5-14,8,4802
IR,2006,m,55-64,249,4802
IR,2006,m,65+,686,4802
IR,2007,f,0-14,42,4701
IR,2007,f,0-4,2,4701
IR,2007,f,15-24,394,4701
IR,2007,f,25-34,236,4701
IR,2007,f,35-44,173,4701
IR,2007,f,45-54,268,4701
IR,2007,f,5-14,40,4701
IR,2007,f,55-64,387,4701
IR,2007,f,65+,813,4701
IR,2007,m,0-14,10,4701
IR,2007,m,0-4,3,4701
IR,2007,m,15-24,311,4701
IR,2007,m,25-34,511,4701
IR,2007,m,35-44,330,4701
IR,2007,m,45-54,285,4701
IR,2007,m,5-14,7,4701
IR,2007,m,55-64,261,4701
IR,2007,m,65+,680,4701
IR,2008,f,0-14,42,4722
IR,2008,f,0-4,2,4722
IR,2008,f,15-24,386,4722
IR,2008,f,25-34,254,4722
IR,2008,f,35-44,137,4722
IR,2008,f,45-54,263,4722
IR,2008,f,5-14,40,4722
IR,2008,f,55-64,367,4722
IR,2008,f,65+,879,4722
IR,2008,f,unknown,0,4722
IR,2008,m,0-14,11,4722
IR,2008,m,0-4,0,4722
IR,2008,m,15-24,292,4722
IR,2008,m,25-34,466,4722
IR,2008,m,35-44,330,4722
IR,2008,m,45-54,322,4722
IR,2008,m,5-14,11,4722
IR,2008,m,55-64,267,4722
IR,2008,m,65+,706,4722
IR,2008,m,unknown,0,4722
IS,1995,f,0-14,0,2
IS,1995,f,15-24,0,2
IS,1995,f,25-34,0,2
IS,1995,f,35-44,0,2
IS,1995,f,45-54,0,2
IS,1995,f,55-64,0,2
IS,1995,f,65+,1,2
IS,1995,m,0-14,0,2
IS,1995,m,15-24,0,2
IS,1995,m,25-34,0,2
IS,1995,m,35-44,0,2
IS,1995,m,45-54,0,2
IS,1995,m,55-64,0,2
IS,1995,m,65+,1,2
IS,1996,f,0-14,0,1
IS,1996,f,15-24,1,1
IS,1996,f,25-34,0,1
IS,1996,f,35-44,0,1
IS,1996,f,45-54,0,1
IS,1996,f,55-64,0,1
IS,1996,f,65+,0,1
IS,1997,f,0-14,0,4
IS,1997,f,15-24,1,4
IS,1997,f,25-34,0,4
IS,1997,f,35-44,0,4
IS,1997,f,45-54,0,4
IS,1997,f,55-64,1,4
IS,1997,f,65+,2,4
IS,1997,m,0-14,0,4
IS,1997,m,15-24,0,4
IS,1997,m,25-34,0,4
IS,1997,m,35-44,0,4
IS,1997,m,45-54,0,4
IS,1997,m,55-64,0,4
IS,1997,m,65+,1,4
IS,1998,f,0-14,0,2
IS,1998,f,15-24,0,2
IS,1998,f,25-34,0,2
IS,1998,f,35-44,0,2
IS,1998,f,45-54,0,2
IS,1998,f,55-64,0,2
IS,1998,f,65+,1,2
IS,1998,m,0-14,0,2
IS,1998,m,15-24,0,2
IS,1998,m,25-34,1,2
IS,1998,m,35-44,0,2
IS,1998,m,45-54,0,2
IS,1998,m,55-64,0,2
IS,1998,m,65+,0,2
IS,1999,f,0-14,0,2
IS,1999,f,25-34,1,2
IS,1999,m,0-14,0,2
IS,1999,m,35-44,1,2
IS,2000,f,0-14,0,1
IS,2000,f,25-34,1,1
IS,2001,f,0-14,0,3
IS,2001,f,35-44,1,3
IS,2001,m,0-14,0,3
IS,2001,m,15-24,1,3
IS,2001,m,65+,1,3
IS,2002,f,0-14,0,2
IS,2002,f,15-24,0,2
IS,2002,f,25-34,1,2
IS,2002,f,35-44,0,2
IS,2002,f,45-54,0,2
IS,2002,f,55-64,0,2
IS,2002,f,65+,0,2
IS,2002,m,0-14,0,2
IS,2002,m,15-24,1,2
IS,2002,m,25-34,0,2
IS,2002,m,35-44,0,2
IS,2002,m,45-54,0,2
IS,2002,m,55-64,0,2
IS,2002,m,65+,0,2
IS,2003,f,0-14,0,1
IS,2003,f,15-24,0,1
IS,2003,f,25-34,0,1
IS,2003,f,35-44,0,1
IS,2003,f,45-54,0,1
IS,2003,f,55-64,0,1
IS,2003,f,65+,0,1
IS,2003,m,0-14,0,1
IS,2003,m,15-24,0,1
IS,2003,m,25-34,0,1
IS,2003,m,35-44,0,1
IS,2003,m,45-54,0,1
IS,2003,m,55-64,0,1
IS,2003,m,65+,1,1
IS,2004,f,0-14,0,2
IS,2004,f,15-24,0,2
IS,2004,f,25-34,0,2
IS,2004,f,35-44,0,2
IS,2004,f,45-54,0,2
IS,2004,f,55-64,0,2
IS,2004,f,65+,0,2
IS,2004,m,0-14,0,2
IS,2004,m,15-24,0,2
IS,2004,m,25-34,0,2
IS,2004,m,35-44,0,2
IS,2004,m,45-54,1,2
IS,2004,m,55-64,1,2
IS,2004,m,65+,0,2
IS,2005,f,0-14,0,2
IS,2005,f,0-4,0,2
IS,2005,f,15-24,0,2
IS,2005,f,25-34,0,2
IS,2005,f,35-44,0,2
IS,2005,f,45-54,0,2
IS,2005,f,5-14,0,2
IS,2005,f,55-64,0,2
IS,2005,f,65+,0,2
IS,2005,f,unknown,0,2
IS,2005,m,0-14,0,2
IS,2005,m,0-4,0,2
IS,2005,m,15-24,0,2
IS,2005,m,25-34,0,2
IS,2005,m,35-44,1,2
IS,2005,m,45-54,0,2
IS,2005,m,5-14,0,2
IS,2005,m,55-64,0,2
IS,2005,m,65+,1,2
IS,2005,m,unknown,0,2
IS,2006,f,0-14,0,4
IS,2006,f,0-4,0,4
IS,2006,f,15-24,0,4
IS,2006,f,25-34,2,4
IS,2006,f,35-44,0,4
IS,2006,f,45-54,0,4
IS,2006,f,5-14,0,4
IS,2006,f,55-64,0,4
IS,2006,f,65+,1,4
IS,2006,f,unknown,0,4
IS,2006,m,0-14,0,4
IS,2006,m,0-4,0,4
IS,2006,m,15-24,0,4
IS,2006,m,25-34,0,4
IS,2006,m,35-44,0,4
IS,2006,m,45-54,0,4
IS,2006,m,5-14,0,4
IS,2006,m,55-64,0,4
IS,2006,m,65+,1,4
IS,2006,m,unknown,0,4
IS,2007,f,0-14,0,2
IS,2007,f,0-4,0,2
IS,2007,f,15-24,0,2
IS,2007,f,25-34,0,2
IS,2007,f,35-44,2,2
IS,2007,f,45-54,0,2
IS,2007,f,5-14,0,2
IS,2007,f,55-64,0,2
IS,2007,f,65+,2,2
IS,2007,f,unknown,0,2
IS,2007,m,0-14,0,2
IS,2007,m,0-4,0,2
IS,2007,m,15-24,0,2
IS,2007,m,25-34,0,2
IS,2007,m,35-44,0,2
IS,2007,m,45-54,0,2
IS,2007,m,5-14,0,2
IS,2007,m,55-64,0,2
IS,2007,m,65+,0,2
IS,2007,m,unknown,0,2
IS,2008,f,0-14,0,2
IS,2008,f,0-4,0,2
IS,2008,f,15-24,0,2
IS,2008,f,25-34,0,2
IS,2008,f,35-44,0,2
IS,2008,f,45-54,0,2
IS,2008,f,5-14,0,2
IS,2008,f,55-64,0,2
IS,2008,f,65+,0,2
IS,2008,f,unknown,0,2
IS,2008,m,0-14,0,2
IS,2008,m,0-4,0,2
IS,2008,m,15-24,0,2
IS,2008,m,25-34,1,2
IS,2008,m,35-44,1,2
IS,2008,m,45-54,0,2
IS,2008,m,5-14,0,2
IS,2008,m,55-64,0,2
IS,2008,m,65+,0,2
IS,2008,m,unknown,0,2
IT,1995,f,0-14,7,1413
IT,1995,f,15-24,52,1413
IT,1995,f,25-34,93,1413
IT,1995,f,35-44,57,1413
IT,1995,f,45-54,40,1413
IT,1995,f,55-64,51,1413
IT,1995,f,65+,168,1413
IT,1995,m,0-14,9,1413
IT,1995,m,15-24,59,1413
IT,1995,m,25-34,202,1413
IT,1995,m,35-44,157,1413
IT,1995,m,45-54,94,1413
IT,1995,m,55-64,124,1413
IT,1995,m,65+,289,1413
IT,1996,f,0-14,2,1738
IT,1996,f,15-24,53,1738
IT,1996,f,25-34,116,1738
IT,1996,f,35-44,60,1738
IT,1996,f,45-54,33,1738
IT,1996,f,55-64,56,1738
IT,1996,f,65+,172,1738
IT,1996,m,0-14,12,1738
IT,1996,m,15-24,72,1738
IT,1996,m,25-34,196,1738
IT,1996,m,35-44,168,1738
IT,1996,m,45-54,125,1738
IT,1996,m,55-64,155,1738
IT,1996,m,65+,319,1738
IT,1997,f,0-14,5,1903
IT,1997,f,15-24,74,1903
IT,1997,f,25-34,129,1903
IT,1997,f,35-44,90,1903
IT,1997,f,45-54,48,1903
IT,1997,f,55-64,68,1903
IT,1997,f,65+,201,1903
IT,1997,m,0-14,14,1903
IT,1997,m,15-24,93,1903
IT,1997,m,25-34,228,1903
IT,1997,m,35-44,244,1903
IT,1997,m,45-54,168,1903
IT,1997,m,55-64,187,1903
IT,1997,m,65+,381,1903
IT,1998,f,0-14,10,2361
IT,1998,f,15-24,105,2361
IT,1998,f,25-34,150,2361
IT,1998,f,35-44,110,2361
IT,1998,f,45-54,58,2361
IT,1998,f,55-64,75,2361
IT,1998,f,65+,283,2361
IT,1998,m,0-14,15,2361
IT,1998,m,15-24,128,2361
IT,1998,m,25-34,327,2361
IT,1998,m,35-44,248,2361
IT,1998,m,45-54,189,2361
IT,1998,m,55-64,226,2361
IT,1998,m,65+,429,2361
IT,1999,f,0-14,8,1277
IT,1999,f,15-24,49,1277
IT,1999,f,25-34,63,1277
IT,1999,f,35-44,63,1277
IT,1999,f,45-54,35,1277
IT,1999,f,55-64,32,1277
IT,1999,f,65+,141,1277
IT,1999,m,0-14,7,1277
IT,1999,m,15-24,78,1277
IT,1999,m,25-34,155,1277
IT,1999,m,35-44,137,1277
IT,1999,m,45-54,114,1277
IT,1999,m,55-64,104,1277
IT,1999,m,65+,247,1277
IT,2000,f,0-14,6,687
IT,2000,f,15-24,38,687
IT,2000,f,25-34,58,687
IT,2000,f,35-44,33,687
IT,2000,f,45-54,13,687
IT,2000,f,55-64,19,687
IT,2000,f,65+,39,687
IT,2000,m,0-14,12,687
IT,2000,m,15-24,63,687
IT,2000,m,25-34,96,687
IT,2000,m,35-44,75,687
IT,2000,m,45-54,58,687
IT,2000,m,55-64,54,687
IT,2000,m,65+,112,687
IT,2001,f,0-14,4,1361
IT,2001,f,15-24,37,1361
IT,2001,f,25-34,77,1361
IT,2001,f,35-44,46,1361
IT,2001,f,45-54,24,1361
IT,2001,f,55-64,14,1361
IT,2001,f,65+,54,1361
IT,2001,m,0-14,4,1361
IT,2001,m,15-24,43,1361
IT,2001,m,25-34,130,1361
IT,2001,m,35-44,98,1361
IT,2001,m,45-54,63,1361
IT,2001,m,55-64,50,1361
IT,2001,m,65+,99,1361
IT,2002,f,0-14,6,1275
IT,2002,f,15-24,51,1275
IT,2002,f,25-34,94,1275
IT,2002,f,35-44,55,1275
IT,2002,f,45-54,18,1275
IT,2002,f,55-64,28,1275
IT,2002,f,65+,85,1275
IT,2002,m,0-14,6,1275
IT,2002,m,15-24,51,1275
IT,2002,m,25-34,139,1275
IT,2002,m,35-44,127,1275
IT,2002,m,45-54,74,1275
IT,2002,m,55-64,68,1275
IT,2002,m,65+,134,1275
IT,2003,f,0-14,6,1481
IT,2003,f,15-24,63,1481
IT,2003,f,25-34,121,1481
IT,2003,f,35-44,77,1481
IT,2003,f,45-54,24,1481
